139836807	140526611	137961
140526611	141735926	134368
141735926	142254341	129604
142254341	143463892	134395
143463892	144154921	138206
144154921	145364518	151200
145364518	145882892	172791
145882892	147091946	151132
147091946	147782915	172742
147782915	148991628	151089
148991628	149509041	172471
149509041	150718550	151189
150718550	151409451	172725
151409451	152617697	172607
152617697	153136032	129584
153136032	154345416	134376
154345416	155036436	138204
155036436	156245171	134304
156245171	156762808	129409
156762808	157971537	134303
157971537	158662692	138231
158662692	159872025	134370
159872025	160390472	129612
160390472	161598585	134235
161598585	162289806	138244
162289806	163499038	134359
163499038	164017117	129520
164017117	165226287	134352
165226287	165916730	138089
165916730	167124237	150938
167124237	167642389	172717
167642389	168851511	151140
168851511	169541851	172585
169541851	170749966	172588
170749966	171268103	172712
171268103	172477645	201590
172477645	173168849	230401
173168849	174377219	302093
174377219	174895566	518347
174895566	176104744	403059
176104744	176795830	691086
176795830	177400659	604829
177400659	178005488	604829
178005488	178523619	518131
178523619	179127643	604024
179127643	179731667	604024
179731667	180420597	688930
180420597	181025378	604781
181025378	181630159	604781
181630159	182148422	518263
182148422	182753312	604890
182753312	183358202	604890
183358202	184045566	687364
184045566	185253213	1207647
185253213	185771485	518272
185771485	186980854	1209369
186980854	187672024	691170
187672024	188881888	1209864
188881888	189400014	518126
189400014	190609483	1209469
190609483	191300572	691089
191300572	192510191	1209619
192510191	193028185	517994
193028185	194237744	1209559
194237744	194928740	690996
194928740	196136810	1208070
196136810	196654817	518007
196654817	197864087	1209270
197864087	198555286	691199
198555286	199764805	1209519
199764805	200283633	518828
200283633	201493250	1209617
201493250	202183974	690724
202183974	203392395	1208421
203392395	203910723	518328
203910723	205120612	1209889
205120612	205811467	690855
205811467	207021618	1210151
207021618	207539305	517687
207539305	208748925	1209620
208748925	209440181	691256
209440181	210649008	1208827
210649008	211168901	519893
211168901	212377201	1208300
212377201	213068173	690972
213068173	214277882	1209709
214277882	214796146	518264
214796146	216005749	1209603
216005749	216696751	691002
216696751	217906103	1209352
217906103	218425373	519270
218425373	219631037	1205664
219631037	220321900	690863
220321900	221530624	1208724
221530624	222047998	517374
222047998	223258498	1210500
223258498	223949871	691373
223949871	225158219	1208348
225158219	225676613	518394
225676613	226886261	1209648
226886261	227577907	691646
227577907	228785735	1207828
228785735	229302901	517166
229302901	230513910	1211009
230513910	231203778	689868
231203778	232414157	1210379
232414157	232932244	518087
232932244	234143507	1211263
234143507	234832608	689101
234832608	236040202	1207594
236040202	236558474	518272
236558474	237769313	1210839
237769313	238458786	689473
238458786	239670078	1211292
239670078	240188909	518831
240188909	241395750	1206841
241395750	242088248	692498
242088248	243297129	1208881
243297129	243816720	519591
243816720	245025261	1208541
245025261	245716833	691572
245716833	246925343	1208510
246925343	247441905	516562
247441905	248652207	1210302
248652207	249342128	689921
249342128	250552415	1210287
250552415	251070126	517711
251070126	252278828	1208702
252278828	252971498	692670
252971498	254179145	1207647
254179145	254699234	520089
254699234	255906751	1207517
255906751	256598763	692012
256598763	257809230	1210467
257809230	258326008	516778
258326008	259535092	1209084
259535092	260225923	690831
260225923	261433221	1207298
261433221	261951571	518350
261951571	263161039	1209468
263161039	263852135	691096
263852135	265060704	1208569
265060704	265578903	518199
265578903	266788268	1209365
266788268	267479196	690928
267479196	268687332	1208136
268687332	269204864	517532
269204864	270412186	1207322
270412186	271102651	690465
271102651	272310975	1208324
272310975	272828739	517764
272828739	274037672	1208933
274037672	274728649	690977
274728649	275937528	1208879
275937528	276455080	517552
276455080	277664215	1209135
277664215	278355073	690858
278355073	279563785	1208712
279563785	280081098	517313
280081098	281290459	1209361
281290459	281981508	691049
281981508	283190638	1209130
283190638	283708822	518184
283708822	284918054	1209232
284918054	285608518	690464
285608518	286817714	1209196
286817714	287335594	517880
287335594	288544734	1209140
288544734	289235714	690980
289235714	290444021	1208307
290444021	290962270	518249
290962270	292171196	1208926
292171196	292862171	690975
292862171	294071617	1209446
294071617	294589959	518342
294589959	295799418	1209459
295799418	296490327	690909
296490327	297696967	1206640
297696967	298215353	518386
298215353	299424926	1209573
299424926	300116111	691185
300116111	301325177	1209066
301325177	301843452	518275
301843452	303053025	1209573
303053025	303744087	691062
303744087	304953618	1209531
304953618	305472014	518396
305472014	306681567	1209553
306681567	307372487	690920
307372487	308581873	1209386
308581873	309100265	518392
309100265	310309814	1209549
310309814	311000943	691129
311000943	312210111	1209168
312210111	312728420	518309
312728420	313937814	1209394
313937814	314628936	691122
314628936	315837678	1208742
315837678	316355837	518159
316355837	317565357	1209520
317565357	318256430	691073
318256430	319465933	1209503
319465933	319983883	517950
319983883	321192606	1208723
321192606	321883745	691139
321883745	323092984	1209239
323092984	323611371	518387
323611371	324819735	1208364
324819735	325508615	688880
325508615	326718189	1209574
326718189	327236465	518276
327236465	328449424	1212959
328449424	329137162	687738
329137162	330348201	1211039
330348201	330865490	517289
330865490	332074270	1208780
332074270	333975367	1901097
333975367	334493396	518029
334493396	335702522	1209126
335702522	336393706	691184
336393706	337603289	1209583
337603289	338121674	518385
338121674	339328838	1207164
339328838	340020017	691179
340020017	340365599	345582
340365599	340711187	345588
340711187	341056777	345590
341056777	341229566	172789
341229566	341575159	345593
341575159	341920701	345542
341920701	342266299	345598
342266299	342439098	172799
342439098	342784684	345586
342784684	343130272	345588
343130272	343475667	345395
343475667	343975667	500000
343975667	344317349	341682
